GAME_DATE,METRIC_TYPE,METRIC_VALUE,TEAM_ID,TEAM_NAME
2024-10-22,TEAM,1.0,1610612747.0,Los Angeles Lakers
2024-10-22,TEAM,1.0,1610612750.0,Minnesota Timberwolves
2024-10-22,TEAM,1.0,1610612738.0,Boston Celtics
2024-10-22,TEAM,1.0,1610612752.0,New York Knicks
2024-10-23,TEAM,0.0,1610612745.0,Houston Rockets
2024-10-23,TEAM,0.0,1610612766.0,Charlotte Hornets
2024-10-23,TEAM,1.0,1610612737.0,Atlanta Hawks
2024-10-23,TEAM,1.0,1610612751.0,Brooklyn Nets
2024-10-23,TEAM,1.0,1610612765.0,Detroit Pistons
2024-10-23,TEAM,1.0,1610612754.0,Indiana Pacers
2024-10-23,TEAM,1.0,1610612757.0,Portland Trail Blazers
2024-10-23,TEAM,1.0,1610612744.0,Golden State Warriors
2024-10-23,TEAM,1.0,1610612746.0,LA Clippers
2024-10-23,TEAM,1.0,1610612756.0,Phoenix Suns
2024-10-23,TEAM,0.0,1610612740.0,New Orleans Pelicans
2024-10-23,TEAM,0.0,1610612741.0,Chicago Bulls
2024-10-23,TEAM,0.0,1610612748.0,Miami Heat
2024-10-23,TEAM,0.0,1610612753.0,Orlando Magic
2024-10-23,TEAM,1.0,1610612761.0,Toronto Raptors
2024-10-23,TEAM,1.0,1610612739.0,Cleveland Cavaliers
2024-10-23,TEAM,1.0,1610612762.0,Utah Jazz
2024-10-23,TEAM,1.0,1610612763.0,Memphis Grizzlies
2024-10-23,TEAM,0.0,1610612755.0,Philadelphia 76ers
2024-10-23,TEAM,0.0,1610612749.0,Milwaukee Bucks
2024-10-24,TEAM,1.0,1610612743.0,Denver Nuggets
2024-10-24,TEAM,1.0,1610612760.0,Oklahoma City Thunder
2024-10-24,TEAM,1.0,1610612764.0,Washington Wizards
2024-10-24,TEAM,1.0,1610612738.0,Boston Celtics
2024-10-24,TEAM,1.0,1610612758.0,Sacramento Kings
2024-10-24,TEAM,1.0,1610612750.0,Minnesota Timberwolves
2024-10-24,TEAM,1.0,1610612742.0,Dallas Mavericks
2024-10-24,TEAM,1.0,1610612759.0,San Antonio Spurs
2024-10-25,TEAM,1.0,1610612737.0,Atlanta Hawks
2024-10-25,TEAM,0.5,1610612766.0,Charlotte Hornets
2024-10-25,TEAM,1.0,1610612747.0,Los Angeles Lakers
2024-10-25,TEAM,1.0,1610612756.0,Phoenix Suns
2024-10-25,TEAM,0.5,1610612745.0,Houston Rockets
2024-10-25,TEAM,1.0,1610612763.0,Memphis Grizzlies
2024-10-25,TEAM,1.0,1610612739.0,Cleveland Cavaliers
2024-10-25,TEAM,1.0,1610612765.0,Detroit Pistons
2024-10-25,TEAM,1.0,1610612762.0,Utah Jazz
2024-10-25,TEAM,1.0,1610612744.0,Golden State Warriors
2024-10-25,TEAM,0.5,1610612752.0,New York Knicks
2024-10-25,TEAM,0.5,1610612754.0,Indiana Pacers
2024-10-25,TEAM,0.5,1610612753.0,Orlando Magic
2024-10-25,TEAM,1.0,1610612751.0,Brooklyn Nets
2024-10-25,TEAM,0.5,1610612761.0,Toronto Raptors
2024-10-25,TEAM,0.0,1610612755.0,Philadelphia 76ers
2024-10-25,TEAM,0.5,1610612749.0,Milwaukee Bucks
2024-10-25,TEAM,0.5,1610612741.0,Chicago Bulls
2024-10-25,TEAM,1.0,1610612757.0,Portland Trail Blazers
2024-10-25,TEAM,0.5,1610612740.0,New Orleans Pelicans
2024-10-26,TEAM,1.0,1610612764.0,Washington Wizards
2024-10-26,TEAM,1.0,1610612739.0,Cleveland Cavaliers
2024-10-26,TEAM,0.6666666666666666,1610612741.0,Chicago Bulls
2024-10-26,TEAM,1.0,1610612760.0,Oklahoma City Thunder
2024-10-26,TEAM,0.5,1610612759.0,San Antonio Spurs
2024-10-26,TEAM,0.3333333333333333,1610612745.0,Houston Rockets
2024-10-26,TEAM,1.0,1610612765.0,Detroit Pistons
2024-10-26,TEAM,1.0,1610612738.0,Boston Celtics
2024-10-26,TEAM,0.6666666666666666,1610612766.0,Charlotte Hornets
2024-10-26,TEAM,0.5,1610612748.0,Miami Heat
2024-10-26,TEAM,1.0,1610612750.0,Minnesota Timberwolves
2024-10-26,TEAM,0.6666666666666666,1610612761.0,Toronto Raptors
2024-10-26,TEAM,0.6666666666666666,1610612763.0,Memphis Grizzlies
2024-10-26,TEAM,0.3333333333333333,1610612753.0,Orlando Magic
2024-10-26,TEAM,0.5,1610612743.0,Denver Nuggets
2024-10-26,TEAM,0.5,1610612746.0,LA Clippers
2024-10-26,TEAM,1.0,1610612747.0,Los Angeles Lakers
2024-10-26,TEAM,1.0,1610612758.0,Sacramento Kings
2024-10-26,TEAM,0.6666666666666666,1610612756.0,Phoenix Suns
2024-10-26,TEAM,0.5,1610612742.0,Dallas Mavericks
2024-10-27,TEAM,0.6666666666666666,1610612751.0,Brooklyn Nets
2024-10-27,TEAM,0.3333333333333333,1610612749.0,Milwaukee Bucks
2024-10-27,TEAM,0.6666666666666666,1610612744.0,Golden State Warriors
2024-10-27,TEAM,0.3333333333333333,1610612746.0,LA Clippers
2024-10-27,TEAM,0.3333333333333333,1610612754.0,Indiana Pacers
2024-10-27,TEAM,0.0,1610612755.0,Philadelphia 76ers
2024-10-27,TEAM,0.6666666666666666,1610612757.0,Portland Trail Blazers
2024-10-27,TEAM,0.3333333333333333,1610612740.0,New Orleans Pelicans
2024-10-27,TEAM,1.0,1610612760.0,Oklahoma City Thunder
2024-10-27,TEAM,1.0,1610612737.0,Atlanta Hawks
2024-10-28,TEAM,0.3333333333333333,1610612752.0,New York Knicks
2024-10-28,TEAM,0.75,1610612739.0,Cleveland Cavaliers
2024-10-28,TEAM,0.75,1610612761.0,Toronto Raptors
2024-10-28,TEAM,0.6666666666666666,1610612743.0,Denver Nuggets
2024-10-28,TEAM,0.75,1610612763.0,Memphis Grizzlies
2024-10-28,TEAM,0.75,1610612741.0,Chicago Bulls
2024-10-28,TEAM,0.6666666666666666,1610612742.0,Dallas Mavericks
2024-10-28,TEAM,1.0,1610612762.0,Utah Jazz
2024-10-28,TEAM,0.3333333333333333,1610612759.0,San Antonio Spurs
2024-10-28,TEAM,0.25,1610612745.0,Houston Rockets
2024-10-28,TEAM,0.6666666666666666,1610612748.0,Miami Heat
2024-10-28,TEAM,1.0,1610612765.0,Detroit Pistons
2024-10-28,TEAM,1.0,1610612738.0,Boston Celtics
2024-10-28,TEAM,0.5,1610612749.0,Milwaukee Bucks
2024-10-28,TEAM,1.0,1610612758.0,Sacramento Kings
2024-10-28,TEAM,0.75,1610612757.0,Portland Trail Blazers
2024-10-28,TEAM,0.5,1610612753.0,Orlando Magic
2024-10-28,TEAM,0.5,1610612754.0,Indiana Pacers
2024-10-28,TEAM,0.5,1610612756.0,Phoenix Suns
2024-10-28,TEAM,0.75,1610612747.0,Los Angeles Lakers
2024-10-28,TEAM,0.75,1610612737.0,Atlanta Hawks
2024-10-28,TEAM,0.6666666666666666,1610612764.0,Washington Wizards
2024-10-29,TEAM,0.75,1610612751.0,Brooklyn Nets
2024-10-29,TEAM,0.75,1610612743.0,Denver Nuggets
2024-10-29,TEAM,1.0,1610612750.0,Minnesota Timberwolves
2024-10-29,TEAM,0.75,1610612742.0,Dallas Mavericks
2024-10-29,TEAM,1.0,1610612762.0,Utah Jazz
2024-10-29,TEAM,1.0,1610612758.0,Sacramento Kings
2024-10-29,TEAM,0.75,1610612744.0,Golden State Warriors
2024-10-29,TEAM,0.5,1610612740.0,New Orleans Pelicans
2024-10-30,TEAM,0.4,1610612754.0,Indiana Pacers
2024-10-30,TEAM,0.8,1610612738.0,Boston Celtics
2024-10-30,TEAM,0.6,1610612741.0,Chicago Bulls
2024-10-30,TEAM,0.4,1610612753.0,Orlando Magic
2024-10-30,TEAM,0.25,1610612746.0,LA Clippers
2024-10-30,TEAM,0.6,1610612757.0,Portland Trail Blazers
2024-10-30,TEAM,1.0,1610612760.0,Oklahoma City Thunder
2024-10-30,TEAM,0.5,1610612759.0,San Antonio Spurs
2024-10-30,TEAM,0.6,1610612739.0,Cleveland Cavaliers
2024-10-30,TEAM,0.6,1610612747.0,Los Angeles Lakers
2024-10-30,TEAM,0.5,1610612766.0,Charlotte Hornets
2024-10-30,TEAM,0.6,1610612761.0,Toronto Raptors
2024-10-30,TEAM,0.8,1610612763.0,Memphis Grizzlies
2024-10-30,TEAM,0.8,1610612751.0,Brooklyn Nets
2024-10-30,TEAM,0.5,1610612764.0,Washington Wizards
2024-10-30,TEAM,0.6,1610612737.0,Atlanta Hawks
2024-10-30,TEAM,0.0,1610612755.0,Philadelphia 76ers
2024-10-30,TEAM,0.8,1610612765.0,Detroit Pistons
2024-10-30,TEAM,0.75,1610612748.0,Miami Heat
2024-10-30,TEAM,0.5,1610612752.0,New York Knicks
2024-10-30,TEAM,0.8,1610612744.0,Golden State Warriors
2024-10-30,TEAM,0.6,1610612740.0,New Orleans Pelicans
2024-10-31,TEAM,0.6,1610612742.0,Dallas Mavericks
2024-10-31,TEAM,0.2,1610612745.0,Houston Rockets
2024-10-31,TEAM,0.4,1610612746.0,LA Clippers
2024-10-31,TEAM,0.6,1610612756.0,Phoenix Suns
2024-10-31,TEAM,0.6666666666666666,1610612763.0,Memphis Grizzlies
2024-10-31,TEAM,0.4,1610612749.0,Milwaukee Bucks
2024-10-31,TEAM,1.0,1610612762.0,Utah Jazz
2024-10-31,TEAM,0.6,1610612759.0,San Antonio Spurs
2024-11-01,TEAM,0.6666666666666666,1610612761.0,Toronto Raptors
2024-11-01,TEAM,0.6666666666666666,1610612747.0,Los Angeles Lakers
2024-11-01,TEAM,0.6,1610612766.0,Charlotte Hornets
2024-11-01,TEAM,0.8333333333333334,1610612738.0,Boston Celtics
2024-11-01,TEAM,0.6666666666666666,1610612739.0,Cleveland Cavaliers
2024-11-01,TEAM,0.5,1610612753.0,Orlando Magic
2024-11-01,TEAM,0.5,1610612740.0,New Orleans Pelicans
2024-11-01,TEAM,0.3333333333333333,1610612754.0,Indiana Pacers
2024-11-01,TEAM,0.8,1610612750.0,Minnesota Timberwolves
2024-11-01,TEAM,0.6,1610612743.0,Denver Nuggets
2024-11-01,TEAM,0.6666666666666666,1610612737.0,Atlanta Hawks
2024-11-01,TEAM,1.0,1610612758.0,Sacramento Kings
2024-11-01,TEAM,0.8333333333333334,1610612765.0,Detroit Pistons
2024-11-01,TEAM,0.6,1610612752.0,New York Knicks
2024-11-01,TEAM,0.6666666666666666,1610612757.0,Portland Trail Blazers
2024-11-01,TEAM,1.0,1610612760.0,Oklahoma City Thunder
2024-11-01,TEAM,0.6666666666666666,1610612751.0,Brooklyn Nets
2024-11-01,TEAM,0.5,1610612741.0,Chicago Bulls
2024-11-02,TEAM,0.0,1610612755.0,Philadelphia 76ers
2024-11-02,TEAM,0.5714285714285714,1610612763.0,Memphis Grizzlies
2024-11-02,TEAM,0.6666666666666666,1610612766.0,Charlotte Hornets
2024-11-02,TEAM,0.8571428571428571,1610612738.0,Boston Celtics
2024-11-02,TEAM,0.3333333333333333,1610612745.0,Houston Rockets
2024-11-02,TEAM,0.8333333333333334,1610612744.0,Golden State Warriors
2024-11-02,TEAM,0.5714285714285714,1610612761.0,Toronto Raptors
2024-11-02,TEAM,0.8333333333333334,1610612758.0,Sacramento Kings
2024-11-02,TEAM,0.5,1610612749.0,Milwaukee Bucks
2024-11-02,TEAM,0.7142857142857143,1610612739.0,Cleveland Cavaliers
2024-11-02,TEAM,0.6666666666666666,1610612756.0,Phoenix Suns
2024-11-02,TEAM,0.7142857142857143,1610612757.0,Portland Trail Blazers
2024-11-02,TEAM,0.5,1610612746.0,LA Clippers
2024-11-02,TEAM,1.0,1610612760.0,Oklahoma City Thunder
2024-11-02,TEAM,0.5,1610612759.0,San Antonio Spurs
2024-11-02,TEAM,0.6666666666666666,1610612750.0,Minnesota Timberwolves
2024-11-02,TEAM,0.6666666666666666,1610612743.0,Denver Nuggets
2024-11-02,TEAM,1.0,1610612762.0,Utah Jazz
2024-11-03,TEAM,0.5714285714285714,1610612740.0,New Orleans Pelicans
2024-11-03,TEAM,0.7142857142857143,1610612737.0,Atlanta Hawks
2024-11-03,TEAM,0.5714285714285714,1610612751.0,Brooklyn Nets
2024-11-03,TEAM,0.7142857142857143,1610612765.0,Detroit Pistons
2024-11-03,TEAM,0.6666666666666666,1610612742.0,Dallas Mavericks
2024-11-03,TEAM,0.5714285714285714,1610612753.0,Orlando Magic
2024-11-04,TEAM,0.5,1610612751.0,Brooklyn Nets
2024-11-04,TEAM,0.5,1610612763.0,Memphis Grizzlies
2024-11-04,TEAM,0.42857142857142855,1610612746.0,LA Clippers
2024-11-04,TEAM,0.42857142857142855,1610612759.0,San Antonio Spurs
2024-11-04,TEAM,0.6,1610612764.0,Washington Wizards
2024-11-04,TEAM,0.8571428571428571,1610612744.0,Golden State Warriors
2024-11-04,TEAM,0.8,1610612748.0,Miami Heat
2024-11-04,TEAM,0.8571428571428571,1610612758.0,Sacramento Kings
2024-11-04,TEAM,0.2857142857142857,1610612745.0,Houston Rockets
2024-11-04,TEAM,0.5,1610612752.0,New York Knicks
2024-11-04,TEAM,0.5714285714285714,1610612750.0,Minnesota Timberwolves
2024-11-04,TEAM,0.5714285714285714,1610612766.0,Charlotte Hornets
2024-11-04,TEAM,1.0,1610612760.0,Oklahoma City Thunder
2024-11-04,TEAM,0.625,1610612753.0,Orlando Magic
2024-11-04,TEAM,0.7142857142857143,1610612743.0,Denver Nuggets
2024-11-04,TEAM,0.625,1610612761.0,Toronto Raptors
2024-11-04,TEAM,0.75,1610612739.0,Cleveland Cavaliers
2024-11-04,TEAM,0.5714285714285714,1610612749.0,Milwaukee Bucks
2024-11-04,TEAM,0.42857142857142855,1610612741.0,Chicago Bulls
2024-11-04,TEAM,0.8571428571428571,1610612762.0,Utah Jazz
2024-11-04,TEAM,0.5714285714285714,1610612742.0,Dallas Mavericks
2024-11-04,TEAM,0.2857142857142857,1610612754.0,Indiana Pacers
2024-11-04,TEAM,0.5,1610612740.0,New Orleans Pelicans
2024-11-04,TEAM,0.625,1610612757.0,Portland Trail Blazers
2024-11-04,TEAM,0.7142857142857143,1610612756.0,Phoenix Suns
2024-11-04,TEAM,0.16666666666666666,1610612755.0,Philadelphia 76ers
2024-11-04,TEAM,0.625,1610612765.0,Detroit Pistons
2024-11-04,TEAM,0.5714285714285714,1610612747.0,Los Angeles Lakers
2024-11-04,TEAM,0.75,1610612737.0,Atlanta Hawks
2024-11-04,TEAM,0.875,1610612738.0,Boston Celtics
2024-11-06,TEAM,0.5555555555555556,1610612740.0,New Orleans Pelicans
2024-11-06,TEAM,0.7777777777777778,1610612739.0,Cleveland Cavaliers
2024-11-06,TEAM,0.625,1610612743.0,Denver Nuggets
2024-11-06,TEAM,0.875,1610612760.0,Oklahoma City Thunder
2024-11-06,TEAM,0.5,1610612766.0,Charlotte Hornets
2024-11-06,TEAM,0.5555555555555556,1610612765.0,Detroit Pistons
2024-11-06,TEAM,0.7777777777777778,1610612738.0,Boston Celtics
2024-11-06,TEAM,0.75,1610612744.0,Golden State Warriors
2024-11-06,TEAM,0.5,1610612742.0,Dallas Mavericks
2024-11-06,TEAM,0.375,1610612741.0,Chicago Bulls
2024-11-06,TEAM,0.6666666666666666,1610612737.0,Atlanta Hawks
2024-11-06,TEAM,0.42857142857142855,1610612752.0,New York Knicks
2024-11-06,TEAM,0.375,1610612746.0,LA Clippers
2024-11-06,TEAM,0.14285714285714285,1610612755.0,Philadelphia 76ers
2024-11-06,TEAM,0.375,1610612745.0,Houston Rockets
2024-11-06,TEAM,0.5,1610612759.0,San Antonio Spurs
2024-11-06,TEAM,0.4444444444444444,1610612763.0,Memphis Grizzlies
2024-11-06,TEAM,0.5,1610612747.0,Los Angeles Lakers
2024-11-06,TEAM,0.375,1610612754.0,Indiana Pacers
2024-11-06,TEAM,0.6666666666666666,1610612753.0,Orlando Magic
2024-11-06,TEAM,0.875,1610612758.0,Sacramento Kings
2024-11-06,TEAM,0.6666666666666666,1610612761.0,Toronto Raptors
2024-11-06,TEAM,0.75,1610612756.0,Phoenix Suns
2024-11-06,TEAM,0.8333333333333334,1610612748.0,Miami Heat
2024-11-07,TEAM,0.5,1610612749.0,Milwaukee Bucks
2024-11-07,TEAM,0.75,1610612762.0,Utah Jazz
2024-11-07,TEAM,0.4444444444444444,1610612741.0,Chicago Bulls
2024-11-07,TEAM,0.625,1610612750.0,Minnesota Timberwolves
2024-11-07,TEAM,0.5555555555555556,1610612759.0,San Antonio Spurs
2024-11-07,TEAM,0.6666666666666666,1610612757.0,Portland Trail Blazers
2024-11-08,TEAM,0.6666666666666666,1610612743.0,Denver Nuggets
2024-11-08,TEAM,0.8571428571428571,1610612748.0,Miami Heat
2024-11-08,TEAM,0.5555555555555556,1610612747.0,Los Angeles Lakers
2024-11-08,TEAM,0.25,1610612755.0,Philadelphia 76ers
2024-11-08,TEAM,0.4,1610612763.0,Memphis Grizzlies
2024-11-08,TEAM,0.5,1610612764.0,Washington Wizards
2024-11-08,TEAM,0.7777777777777778,1610612758.0,Sacramento Kings
2024-11-08,TEAM,0.3333333333333333,1610612746.0,LA Clippers
2024-11-08,TEAM,0.6666666666666666,1610612750.0,Minnesota Timberwolves
2024-11-08,TEAM,0.7,1610612757.0,Portland Trail Blazers
2024-11-08,TEAM,0.5,1610612765.0,Detroit Pistons
2024-11-08,TEAM,0.6,1610612737.0,Atlanta Hawks
2024-11-08,TEAM,0.8888888888888888,1610612760.0,Oklahoma City Thunder
2024-11-08,TEAM,0.4444444444444444,1610612745.0,Houston Rockets
2024-11-08,TEAM,0.7,1610612739.0,Cleveland Cavaliers
2024-11-08,TEAM,0.6666666666666666,1610612744.0,Golden State Warriors
2024-11-08,TEAM,0.5,1610612752.0,New York Knicks
2024-11-08,TEAM,0.5555555555555556,1610612749.0,Milwaukee Bucks
2024-11-08,TEAM,0.8,1610612738.0,Boston Celtics
2024-11-08,TEAM,0.5555555555555556,1610612751.0,Brooklyn Nets
2024-11-08,TEAM,0.4444444444444444,1610612766.0,Charlotte Hornets
2024-11-08,TEAM,0.3333333333333333,1610612754.0,Indiana Pacers
2024-11-08,TEAM,0.5555555555555556,1610612742.0,Dallas Mavericks
2024-11-08,TEAM,0.7777777777777778,1610612756.0,Phoenix Suns
2024-11-08,TEAM,0.7,1610612753.0,Orlando Magic
2024-11-08,TEAM,0.6,1610612740.0,New Orleans Pelicans
2024-11-09,TEAM,0.5,1610612759.0,San Antonio Spurs
2024-11-09,TEAM,0.6666666666666666,1610612762.0,Utah Jazz
2024-11-09,TEAM,0.7272727272727273,1610612739.0,Cleveland Cavaliers
2024-11-09,TEAM,0.6,1610612751.0,Brooklyn Nets
2024-11-09,TEAM,0.6363636363636364,1610612737.0,Atlanta Hawks
2024-11-09,TEAM,0.5,1610612741.0,Chicago Bulls
2024-11-09,TEAM,0.4,1610612746.0,LA Clippers
2024-11-09,TEAM,0.7,1610612761.0,Toronto Raptors
2024-11-10,TEAM,0.9,1610612760.0,Oklahoma City Thunder
2024-11-10,TEAM,0.7,1610612744.0,Golden State Warriors
2024-11-10,TEAM,0.6,1610612743.0,Denver Nuggets
2024-11-10,TEAM,0.5,1610612742.0,Dallas Mavericks
2024-11-10,TEAM,0.6,1610612747.0,Los Angeles Lakers
2024-11-10,TEAM,0.7272727272727273,1610612761.0,Toronto Raptors
2024-11-10,TEAM,0.7272727272727273,1610612753.0,Orlando Magic
2024-11-10,TEAM,0.5714285714285714,1610612764.0,Washington Wizards
2024-11-10,TEAM,0.6,1610612749.0,Milwaukee Bucks
2024-11-10,TEAM,0.8181818181818182,1610612738.0,Boston Celtics
2024-11-10,TEAM,0.3,1610612754.0,Indiana Pacers
2024-11-10,TEAM,0.4444444444444444,1610612752.0,New York Knicks
2024-11-10,TEAM,0.5454545454545454,1610612765.0,Detroit Pistons
2024-11-10,TEAM,0.5,1610612745.0,Houston Rockets
2024-11-10,TEAM,0.7272727272727273,1610612757.0,Portland Trail Blazers
2024-11-10,TEAM,0.45454545454545453,1610612763.0,Memphis Grizzlies
2024-11-10,TEAM,0.6,1610612750.0,Minnesota Timberwolves
2024-11-10,TEAM,0.75,1610612748.0,Miami Heat
2024-11-10,TEAM,0.7,1610612756.0,Phoenix Suns
2024-11-10,TEAM,0.7,1610612758.0,Sacramento Kings
2024-11-10,TEAM,0.2222222222222222,1610612755.0,Philadelphia 76ers
2024-11-10,TEAM,0.4,1610612766.0,Charlotte Hornets
2024-11-11,TEAM,0.5454545454545454,1610612741.0,Chicago Bulls
2024-11-11,TEAM,0.75,1610612739.0,Cleveland Cavaliers
2024-11-11,TEAM,0.45454545454545453,1610612759.0,San Antonio Spurs
2024-11-11,TEAM,0.6363636363636364,1610612758.0,Sacramento Kings
2024-11-11,TEAM,0.9090909090909091,1610612760.0,Oklahoma City Thunder
2024-11-11,TEAM,0.45454545454545453,1610612746.0,LA Clippers
2024-11-11,TEAM,0.5454545454545454,1610612745.0,Houston Rockets
2024-11-11,TEAM,0.625,1610612764.0,Washington Wizards
2024-11-11,TEAM,0.6363636363636364,1610612740.0,New Orleans Pelicans
2024-11-11,TEAM,0.6363636363636364,1610612751.0,Brooklyn Nets
2024-11-12,TEAM,0.7,1610612762.0,Utah Jazz
2024-11-12,TEAM,0.7272727272727273,1610612756.0,Phoenix Suns
2024-11-12,TEAM,0.75,1610612753.0,Orlando Magic
2024-11-12,TEAM,0.45454545454545453,1610612766.0,Charlotte Hornets
2024-11-12,TEAM,0.3,1610612755.0,Philadelphia 76ers
2024-11-12,TEAM,0.5,1610612752.0,New York Knicks
2024-11-12,TEAM,0.5,1610612765.0,Detroit Pistons
2024-11-12,TEAM,0.6666666666666666,1610612748.0,Miami Heat
2024-11-12,TEAM,0.6363636363636364,1610612744.0,Golden State Warriors
2024-11-12,TEAM,0.45454545454545453,1610612742.0,Dallas Mavericks
2024-11-12,TEAM,0.5454545454545454,1610612749.0,Milwaukee Bucks
2024-11-12,TEAM,0.6666666666666666,1610612761.0,Toronto Raptors
2024-11-12,TEAM,0.75,1610612738.0,Boston Celtics
2024-11-12,TEAM,0.5833333333333334,1610612737.0,Atlanta Hawks
2024-11-12,TEAM,0.6666666666666666,1610612757.0,Portland Trail Blazers
2024-11-12,TEAM,0.5454545454545454,1610612750.0,Minnesota Timberwolves
2024-11-13,TEAM,0.7692307692307693,1610612753.0,Orlando Magic
2024-11-13,TEAM,0.36363636363636365,1610612754.0,Indiana Pacers
2024-11-13,TEAM,0.45454545454545453,1610612752.0,New York Knicks
2024-11-13,TEAM,0.5,1610612741.0,Chicago Bulls
2024-11-13,TEAM,0.5833333333333334,1610612758.0,Sacramento Kings
2024-11-13,TEAM,0.6666666666666666,1610612756.0,Phoenix Suns
2024-11-13,TEAM,0.9166666666666666,1610612760.0,Oklahoma City Thunder
2024-11-13,TEAM,0.6666666666666666,1610612740.0,New Orleans Pelicans
2024-11-13,TEAM,0.5,1610612749.0,Milwaukee Bucks
2024-11-13,TEAM,0.46153846153846156,1610612765.0,Detroit Pistons
2024-11-13,TEAM,0.36363636363636365,1610612755.0,Philadelphia 76ers
2024-11-13,TEAM,0.7692307692307693,1610612739.0,Cleveland Cavaliers
2024-11-13,TEAM,0.6666666666666666,1610612751.0,Brooklyn Nets
2024-11-13,TEAM,0.7692307692307693,1610612738.0,Boston Celtics
2024-11-13,TEAM,0.6363636363636364,1610612747.0,Los Angeles Lakers
2024-11-13,TEAM,0.5,1610612763.0,Memphis Grizzlies
2024-11-13,TEAM,0.5,1610612745.0,Houston Rockets
2024-11-13,TEAM,0.4166666666666667,1610612746.0,LA Clippers
2024-11-13,TEAM,0.5,1610612759.0,San Antonio Spurs
2024-11-13,TEAM,0.6666666666666666,1610612764.0,Washington Wizards
2024-11-13,TEAM,0.6153846153846154,1610612757.0,Portland Trail Blazers
2024-11-13,TEAM,0.5,1610612750.0,Minnesota Timberwolves
2024-11-14,TEAM,0.6363636363636364,1610612762.0,Utah Jazz
2024-11-14,TEAM,0.4166666666666667,1610612742.0,Dallas Mavericks
2024-11-15,TEAM,0.5384615384615384,1610612745.0,Houston Rockets
2024-11-15,TEAM,0.46153846153846156,1610612746.0,LA Clippers
2024-11-15,TEAM,0.7857142857142857,1610612739.0,Cleveland Cavaliers
2024-11-15,TEAM,0.5384615384615384,1610612741.0,Chicago Bulls
2024-11-15,TEAM,0.7857142857142857,1610612753.0,Orlando Magic
2024-11-15,TEAM,0.4166666666666667,1610612755.0,Philadelphia 76ers
2024-11-15,TEAM,0.6153846153846154,1610612740.0,New Orleans Pelicans
2024-11-15,TEAM,0.5454545454545454,1610612743.0,Denver Nuggets
2024-11-15,TEAM,0.5384615384615384,1610612758.0,Sacramento Kings
2024-11-15,TEAM,0.46153846153846156,1610612750.0,Minnesota Timberwolves
2024-11-15,TEAM,0.3333333333333333,1610612754.0,Indiana Pacers
2024-11-15,TEAM,0.6,1610612748.0,Miami Heat
2024-11-15,TEAM,0.9230769230769231,1610612760.0,Oklahoma City Thunder
2024-11-15,TEAM,0.6923076923076923,1610612756.0,Phoenix Suns
2024-11-15,TEAM,0.6923076923076923,1610612761.0,Toronto Raptors
2024-11-15,TEAM,0.5,1610612765.0,Detroit Pistons
2024-11-15,TEAM,0.5,1610612752.0,New York Knicks
2024-11-15,TEAM,0.6923076923076923,1610612751.0,Brooklyn Nets
2024-11-15,TEAM,0.6666666666666666,1610612744.0,Golden State Warriors
2024-11-15,TEAM,0.5384615384615384,1610612763.0,Memphis Grizzlies
2024-11-15,TEAM,0.6153846153846154,1610612737.0,Atlanta Hawks
2024-11-15,TEAM,0.7,1610612764.0,Washington Wizards
